Paragraph,cleaned_text
"“If you look at the 2019 Lok Sabha results, I got a lot of Dalit votes and won (the Aurangabad seat). That time we were in alliance with Prakash Ambedkar’s Vanchit Bahujan Aghadi (VBA). Unfortunately, that alliance couldn’t be stitched together this time, but we have the support of the (Dalit) community. Dalit masses are facing a crisis of leadership. They are looking at us since we are talking about saving the Constitution. The Maratha community is also looking at us because of the Manoj Jarange Patil’s agitation (for Maratha quota),” Jaleel said.",look lok sabha result got lot dalit vote aurangabad seat time alliance prakash ambedkars vanchit bahujan aghadi vba unfortunately alliance couldnt stitched together time support dalit community dalit mass facing crisis leadership looking u since talking saving constitution maratha community also looking u manoj jarange patils agitation maratha quota jaleel said
"The four Dalit candidates fielded by the AIMIM are contesting from Miraj in Sangli, Murtijapur in Akola, Kurla in Mumbai and Nagpur South in Nagpur. The remaining candidates are Muslim faces contesting from Aurangabad East, Aurangabad Central, Bhiwandi West, Versova, Byculla, Mumbra, Mankhurd-Shivaji Nagar, Malegaon, Dhule, Solapur, Nanded South and Karanja. Jaleel himself will contest from the Aurangabad East constituency.",four dalit candidate fielded aimim contesting miraj sangli murtijapur akola kurla mumbai nagpur south nagpur remaining candidate muslim face contesting aurangabad east aurangabad central bhiwandi west versova byculla mumbra mankhurdshivaji nagar malegaon dhule solapur nanded south karanja jaleel contest aurangabad east constituency
"The Malegaon and Dhule seats are currently held by AIMIM. In the 2019 Assembly polls, the party stood second in Aurangabad Central, Aurangabad East, Byculla, and Solapur City Central.",malegaon dhule seat currently held aimim assembly poll party stood second aurangabad central aurangabad east byculla solapur city central
"AIMIM sources said contesting fewer seats would also help the party shed the “BJP’s B team” tag given by various INDIA alliance parties or the MVA in Maharashtra context, given that both the INDIA bloc and the AIMIM aim to consolidate similar vote banks in various states.",aimim source said contesting fewer seat would also help party shed bjps team tag given various india alliance party mva maharashtra context given india bloc aimim aim consolidate similar vote bank various state
"“In Maharashtra, if we had to cut into MVA votes, we would have been contesting 230 seats. We have never been in that game. The Congress accuses us of it because it does not want Muslim leadership to rise on its own. We are a serious player in Maharashtra,” an AIMIM leader said.",maharashtra cut mva vote would contesting seat never game congress accuses u want muslim leadership rise serious player maharashtra aimim leader said
"The Owaisi-led party was earlier trying to forge an alliance with the MVA, with Jaleel claiming to have sent a proposal to the Congress and the NCP (Sharad Pawar) in this regard, but it did not work out. The Congress claimed that it had not got any such proposal.",owaisiled party earlier trying forge alliance mva jaleel claiming sent proposal congress ncp sharad pawar regard work congress claimed got proposal
"The AIMIM’s bid to scale down its electoral push in the state also comes at a time when it has been on a downslide. Jaleel lost the Aurangabad seat in the 2024 Lok Sabha polls to the Shiv Sena candidate. In the 2019 Assembly polls, though the party picked two seats, it lost Byculla and Aurangabad Central, which it had won in the 2014 polls.",aimims bid scale electoral push state also come time downslide jaleel lost aurangabad seat lok sabha poll shiv sena candidate assembly poll though party picked two seat lost byculla aurangabad central poll
"However, while the AIMIM has won only a few seats since its foray into Maharashtra in 2014, its presence has dented the prospects of the Congress and the Sharad Pawar NCP in several others. In 2019, for instance, while the AIMIM won only Malegaon Central and Dhule City, it is believed to have cut into the Congress-NCP’s votes in 12 seats.",however aimim seat since foray maharashtra presence dented prospect congress sharad pawar ncp several others instance aimim malegaon central dhule city believed cut congressncps vote seat
"Bigg Boss 18 welcomes new host Ravi Kishan on Sundays for 'Haaye Dayyaa with Ravi Bhaiyya' segment, while Salman Khan will interact with contestants on Fridays and Saturdays. Ravi's entry is expected to bring more drama to the house. He was a participant in the show's first season.",bigg bos welcome new host ravi kishan sunday haaye dayyaa ravi bhaiyya segment salman khan interact contestant friday saturday ravis entry expected bring drama house participant show first season
,
,
,
,
,
This No Is Already Registered.,already registered
Thanks For Registered Mobile No.,thanks registered mobile
To enjoy additional benefits,enjoy additional benefit
CONNECT WITH US,connect u
"
					Copyright© 2024, THG PUBLISHING PVT LTD. or its affiliated companies. All rights reserved.
				",copyright thg publishing pvt ltd affiliated company right reserved
BACK TO TOP,back top
Terms & conditions  |  Institutional Subscriber,term condition institutional subscriber
"
Reference #18.9f10de17.1730627176.31eca466
",reference fdeeca
https://errors.edgesuite.net/18.9f10de17.1730627176.31eca466,
To enjoy additional benefits,enjoy additional benefit
CONNECT WITH US,connect u
"Updated  - October 21, 2024 06:54 am IST ",updated october ist
"Assembly elections are scheduled to be held in Maharashtra on November 20, 2024, with two rival coalitions — the Mahayuti and the Maha Vikas Aghadi — going head to head.  ",assembly election scheduled held maharashtra november two rival coalition mahayuti maha vikas aghadi going head head
"The incumbent Mahayuti, consisting of the BJP, the Shiv Sena led by Eknath Shinde, and the Nationalist Congress Party (NCP) led by Ajit Pawar, will expect to improve its performance. The MVA, comprising the Congress, the NCP led by Sharad Pawar, and the Shiv Sena (Uddhav Balasaheb Thackeray), expects to repeat its performance from the Lok Sabha elections.",incumbent mahayuti consisting bjp shiv sena led eknath shinde nationalist congress party ncp led ajit pawar expect improve performance mva comprising congress ncp led sharad pawar shiv sena uddhav balasaheb thackeray expects repeat performance lok sabha election
"In a survey conducted between September 21, 2024, and October 6, 2024, Lokniti-Centre for the Study of Developing Societies and the MIT-School of Government (MIT-SOG) sought to gauge the views of the public about the performance of the Mahayuti government led by Eknath Shinde, which recently completed two years in power, compared to the performance of the previous MVA government, led by Uddhav Thackeray. It also sought to tap the mood of voters in the State on various crucial issues that are bound to be central to the election campaign.",survey conducted september october lokniticentre study developing society mitschool government mitsog sought gauge view public performance mahayuti government led eknath shinde recently completed two year power compared performance previous mva government led uddhav thackeray also sought tap mood voter state various crucial issue bound central election campaign
ALSO READ: BJP’s new social engineering strategy in Maharashtra ahead of Assembly elections,also read bjps new social engineering strategy maharashtra ahead assembly election
"A total of 2,607 respondents were interviewed across 39 Assembly constituencies (ACs) and 139 polling stations in the State.",total respondent interviewed across assembly constituency ac polling station state
Read the findings of the survey enclosed in this package.,read finding survey enclosed package
" Published - October 21, 2024 04:35 am IST",published october ist
"
                        Maharashtra Assembly Elections 2024
                    
                            /                      
                        
                        Maharashtra
                    
                            /                      
                        
                        survey
                    
                            /                      
                        
                        alliances and coalition
                    
                            /                      
                        
                        political parties
                    ",maharashtra assembly election maharashtra survey alliance coalition political party
"
					Copyright© 2024, THG PUBLISHING PVT LTD. or its affiliated companies. All rights reserved.
				",copyright thg publishing pvt ltd affiliated company right reserved
BACK TO TOP,back top
Terms & conditions  |  Institutional Subscriber,term condition institutional subscriber
"Comments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by our community guidelines   for posting your comments. ",comment english full sentence abusive personal please abide community guideline posting comment
"We have migrated to a new commenting platform. If you are already a registered user of The Hindu and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle.",migrated new commenting platform already registered user hindu logged may continue engage article account please register login post comment user access older comment logging account vuukle
Web Development,web development
Advanced Java Mastery: Object-Oriented Programming Techniques,advanced java mastery objectoriented programming technique
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Artificial Intelligence(AI),artificial intelligenceai
Mastering C++ Fundamentals with Generative AI: A Hands-On,mastering fundamental generative ai handson
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Web Development,web development
Mastering Full Stack Development: From Frontend to Backend Excellence,mastering full stack development frontend backend excellence
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Office Productivity,office productivity
Mastering Google Sheets: Unleash the Power of Excel and Advance Analysis,mastering google sheet unleash power excel advance analysis
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Artificial Intelligence(AI),artificial intelligenceai
Java Programming with ChatGPT: Learn using Generative AI,java programming chatgpt learn using generative ai
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Web Development,web development
"Intermediate Java Mastery: Method, Collections, and Beyond",intermediate java mastery method collection beyond
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Marketing,marketing
Digital Marketing Masterclass by Pam Moore,digital marketing masterclass pam moore
"By - Pam Moore, Digital Transformation and Social Media Expert",pam moore digital transformation social medium expert
HR,hr
Human Potential and the Future of Employment,human potential future employment
"By - Lynda Gratton, Prof. at London Business School, Speaker, Author, Global Thought Leader",lynda gratton prof london business school speaker author global thought leader
Web Development,web development
"Intermediate C++ Skills: Master Pointers, Structures and File Stream",intermediate skill master pointer structure file stream
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Office Productivity,office productivity
Zero to Hero in Microsoft Excel: Complete Excel guide 2024,zero hero microsoft excel complete excel guide
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Web Development,web development
Java 21 Essentials for Beginners: Build Strong Programming Foundations,java essential beginner build strong programming foundation
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Artificial Intelligence(AI),artificial intelligenceai
Basics of Generative AI: Unveiling Tomorrow's Innovations,basic generative ai unveiling tomorrow innovation
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Office Productivity,office productivity
"Mastering Microsoft Office: Word, Excel, PowerPoint, and 365",mastering microsoft office word excel powerpoint
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Web Development,web development
JavaScript Essentials: Unlock AI-Driven Insights with ChatGPT,javascript essential unlock aidriven insight chatgpt
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Finance,finance
A2Z Of Finance: Finance Beginner Course,az finance finance beginner course
"By - elearnmarkets, Financial Education by StockEdge",elearnmarkets financial education stockedge
Web Development,web development
Master RESTful APIs with Python and Django REST Framework: Web API Development,master restful apis python django rest framework web api development
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Web Development,web development
Django & PostgreSQL Mastery: Build Professional Web Applications,django postgresql mastery build professional web application
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Finance,finance
Financial Literacy i.e Lets Crack the Billionaire Code,financial literacy ie let crack billionaire code
"By - CA Rahul Gupta, CA with 10+ years of experience and Accounting Educator",ca rahul gupta ca year experience accounting educator
Finance,finance
AI and Generative AI for Finance,ai generative ai finance
"By - Hariom Tatsat, Vice President- Quantitative Analytics at Barclays",hariom tatsat vice president quantitative analytics barclays
This is a modal window.,modal window
Beginning of dialog window. Escape will cancel and close the window.,beginning dialog window escape cancel close window
End of dialog window.,end dialog window
"(Catch all the Business News, Breaking News, Budget 2024 Events and Latest News Updates on The Economic Times.)",catch business news breaking news budget event latest news update economic time
Subscribe to The Economic Times Prime and read the ET ePaper online.,subscribe economic time prime read et epaper online
MEA blasts Canadian govt over surveillance on Indian diplomats,mea blast canadian govt surveillance indian diplomat
"India-China disengagement: 'Verification patrolling begins...,'",indiachina disengagement verification patrolling begin
"‘Maal’ jibe: Shaina blasts Raut, MVA for defending Sawant",maal jibe shaina blast raut mva defending sawant
India denies minister plotted anti-Khalistan attacks in Canada,india denies minister plotted antikhalistan attack canada
US elections: Indo-Americans explain why Polls matter,u election indoamericans explain poll matter
"Anantnag encounter: 2 terrorists neutralised, massive ops underway",anantnag encounter terrorist neutralised massive ops underway
'Grossly incompetent with very low IQ': Trump on Kamala,grossly incompetent low iq trump kamala
CM Shinde slams Arvind Sawant for his 'imported maal' remark,cm shinde slam arvind sawant imported maal remark
Donald Trump attacks Liz Cheney using violent war imagery,donald trump attack liz cheney using violent war imagery
Smoke billows out from Lebanon's Tyre following Israeli strikes,smoke billow lebanon tyre following israeli strike
MEA blasts Canadian govt over surveillance on Indian diplomats,mea blast canadian govt surveillance indian diplomat
"India-China disengagement: 'Verification patrolling begins...,'",indiachina disengagement verification patrolling begin
"‘Maal’ jibe: Shaina blasts Raut, MVA for defending Sawant",maal jibe shaina blast raut mva defending sawant
India denies minister plotted anti-Khalistan attacks in Canada,india denies minister plotted antikhalistan attack canada
US elections: Indo-Americans explain why Polls matter,u election indoamericans explain poll matter
"Anantnag encounter: 2 terrorists neutralised, massive ops underway",anantnag encounter terrorist neutralised massive ops underway
'Grossly incompetent with very low IQ': Trump on Kamala,grossly incompetent low iq trump kamala
CM Shinde slams Arvind Sawant for his 'imported maal' remark,cm shinde slam arvind sawant imported maal remark
Donald Trump attacks Liz Cheney using violent war imagery,donald trump attack liz cheney using violent war imagery
Smoke billows out from Lebanon's Tyre following Israeli strikes,smoke billow lebanon tyre following israeli strike
Hot on Web,hot web
In Case you missed it,case missed
Top Searched Companies,top searched company
Top Calculators,top calculator
Top Definitions,top definition
Top Slideshow,top slideshow
Top Prime Articles,top prime article
Private Companies,private company
Top Commodities,top commodity
Top Story Listing,top story listing
Latest News,latest news
Follow us on:,follow u
Find this comment offensive?,find comment offensive
Choose your reason below and click on the Report button. This will alert our moderators to take action,choose reason click report button alert moderator take action
Reason for reporting:,reason reporting
Your Reason has been Reported to the admin.,reason reported admin
Log In/Connect with:,log inconnect
Will be displayed,displayed
Will not be displayed,displayed
Will be displayed,displayed
Stories you might be interested in,story might interested
LoadingPlease wait...,loadingplease wait
"These cookies may be set through our site by our advertising partners. They may be used by those companies to build a profile of your interests and show you relevant adverts on other sites. They do not store directly personal information, but are based on uniquely identifying your browser and internet device. If you do not allow these cookies, you will experience less targeted advertising.",cooky may set site advertising partner may used company build profile interest show relevant advert site store directly personal information based uniquely identifying browser internet device allow cooky experience le targeted advertising
These cookies enable the website to provide enhanced functionality and personalisation. They may be set by us or by third party providers whose services we have added to our pages. If you do not allow these cookies then some or all of these services may not function properly.,cooky enable website provide enhanced functionality personalisation may set u third party provider whose service added page allow cooky service may function properly
"These cookies allow us to count visits and traffic sources so we can measure and improve the performance of our site. They help us to know which pages are the most and least popular and see how visitors move around the site. All information these cookies collect is aggregated and therefore anonymous. If you do not allow these cookies we will not know when you have visited our site, and will not be able to monitor its performance.",cooky allow u count visit traffic source measure improve performance site help u know page least popular see visitor move around site information cooky collect aggregated therefore anonymous allow cooky know visited site able monitor performance
"These cookies are necessary for the website to function and cannot be switched off in our systems. They are usually only set in response to actions made by you which amount to a request for services, such as setting your privacy preferences, logging in or filling in forms. You can set your browser to block or alert you about these cookies, but some parts of the site will not then work. These cookies do not store any personally identifiable information.",cooky necessary website function switched system usually set response action made amount request service setting privacy preference logging filling form set browser block alert cooky part site work cooky store personally identifiable information
,
Leadership,leadership
Business Storytelling Masterclass,business storytelling masterclass
"By - Ameen Haque, Founder of Storywallahs",ameen haque founder storywallahs
Web Development,web development
Advanced C++ Mastery: OOPs and Template Techniques,advanced mastery oops template technique
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Artificial Intelligence(AI),artificial intelligenceai
AI for Everyone: Understanding and Applying the Basics on Artificial Intelligence,ai everyone understanding applying basic artificial intelligence
"By - Ritesh Vajariya, Generative AI Expert",ritesh vajariya generative ai expert
Office Productivity,office productivity
Advanced Excel Course - Financial Calculations & Excel Made Easy,advanced excel course financial calculation excel made easy
"By - Anirudh Saraf, Founder- Saraf A & Associates, Chartered Accountant",anirudh saraf founder saraf associate chartered accountant
Finance,finance
A2Z Of Finance: Finance Beginner Course,az finance finance beginner course
"By - elearnmarkets, Financial Education by StockEdge",elearnmarkets financial education stockedge
Marketing,marketing
Digital Marketing Masterclass by Neil Patel,digital marketing masterclass neil patel
"By - Neil Patel, Co-Founder and Author at Neil Patel Digital Digital Marketing Guru",neil patel cofounder author neil patel digital digital marketing guru
Artificial Intelligence(AI),artificial intelligenceai
Basics of Generative AI: Unveiling Tomorrow's Innovations,basic generative ai unveiling tomorrow innovation
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Web Development,web development
Mastering Full Stack Development: From Frontend to Backend Excellence,mastering full stack development frontend backend excellence
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Office Productivity,office productivity
"Mastering Microsoft Office: Word, Excel, PowerPoint, and 365",mastering microsoft office word excel powerpoint
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Office Productivity,office productivity
Zero to Hero in Microsoft Excel: Complete Excel guide 2024,zero hero microsoft excel complete excel guide
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Office Productivity,office productivity
Mastering Google Sheets: Unleash the Power of Excel and Advance Analysis,mastering google sheet unleash power excel advance analysis
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Data Science,data science
MySQL for Beginners: Learn Data Science and Analytics Skills,mysql beginner learn data science analytics skill
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Web Development,web development
"Intermediate C++ Skills: Master Pointers, Structures and File Stream",intermediate skill master pointer structure file stream
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Data Science,data science
SQL Server Bootcamp 2024: Transform from Beginner to Pro,sql server bootcamp transform beginner pro
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Artificial Intelligence(AI),artificial intelligenceai
Mastering C++ Fundamentals with Generative AI: A Hands-On,mastering fundamental generative ai handson
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Web Development,web development
Java 21 Essentials for Beginners: Build Strong Programming Foundations,java essential beginner build strong programming foundation
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Artificial Intelligence(AI),artificial intelligenceai
Generative AI for Dynamic Java Web Applications with ChatGPT,generative ai dynamic java web application chatgpt
"By - Metla Sudha Sekhar, IT Specialist and Developer",metla sudha sekhar specialist developer
Strategy,strategy
Succession Planning Masterclass,succession planning masterclass
"By - Nigel Penny, Global Strategy Advisor: NSP Strategy Facilitation Ltd.",nigel penny global strategy advisor nsp strategy facilitation ltd
Marketing,marketing
Future of Marketing & Branding Masterclass,future marketing branding masterclass
"By - Dr. David Aaker, Professor Emeritus at the Haas School of Business, UC Berkeley, Author | Speaker | Thought Leader | Branding Consultant",dr david aaker professor emeritus haas school business uc berkeley author speaker thought leader branding consultant
This is a modal window.,modal window
Beginning of dialog window. Escape will cancel and close the window.,beginning dialog window escape cancel close window
End of dialog window.,end dialog window
"(Catch all the Business News, Breaking News, Budget 2024 Events and Latest News Updates on The Economic Times.)",catch business news breaking news budget event latest news update economic time
Subscribe to The Economic Times Prime and read the ET ePaper online.,subscribe economic time prime read et epaper online
'Grossly incompetent with very low IQ': Trump on Kamala,grossly incompetent low iq trump kamala
CM Shinde slams Arvind Sawant for his 'imported maal' remark,cm shinde slam arvind sawant imported maal remark
Donald Trump attacks Liz Cheney using violent war imagery,donald trump attack liz cheney using violent war imagery
Smoke billows out from Lebanon's Tyre following Israeli strikes,smoke billow lebanon tyre following israeli strike
"Biden, Harris Illuminate Diwali celebrations, call for unity and light",biden harris illuminate diwali celebration call unity light
"Diwali Muhurat trading: Sensex gains 350 pts; Nifty50 near 24,300",diwali muhurat trading sensex gain pt nifty near
"Rijiju celebrates Diwali at LAC, meets Chinese PLA Troops",rijiju celebrates diwali lac meet chinese pla troop
Haryana CM Nayab Singh Saini shows off ‘Jalebi’-making skills,haryana cm nayab singh saini show jalebimaking skill
'You know we should be emotional' as JLo endorses Kamala,know emotional jlo endorses kamala
Joe Biden hosts last Halloween bash as President,joe biden host last halloween bash president
'Grossly incompetent with very low IQ': Trump on Kamala,grossly incompetent low iq trump kamala
CM Shinde slams Arvind Sawant for his 'imported maal' remark,cm shinde slam arvind sawant imported maal remark
Donald Trump attacks Liz Cheney using violent war imagery,donald trump attack liz cheney using violent war imagery
Smoke billows out from Lebanon's Tyre following Israeli strikes,smoke billow lebanon tyre following israeli strike
"Biden, Harris Illuminate Diwali celebrations, call for unity and light",biden harris illuminate diwali celebration call unity light
"Diwali Muhurat trading: Sensex gains 350 pts; Nifty50 near 24,300",diwali muhurat trading sensex gain pt nifty near
"Rijiju celebrates Diwali at LAC, meets Chinese PLA Troops",rijiju celebrates diwali lac meet chinese pla troop
Haryana CM Nayab Singh Saini shows off ‘Jalebi’-making skills,haryana cm nayab singh saini show jalebimaking skill
'You know we should be emotional' as JLo endorses Kamala,know emotional jlo endorses kamala
Joe Biden hosts last Halloween bash as President,joe biden host last halloween bash president
Hot on Web,hot web
In Case you missed it,case missed
Top Searched Companies,top searched company
Top Calculators,top calculator
Top Definitions,top definition
Top Commodities,top commodity
Top Slideshow,top slideshow
Private Companies,private company
Top Prime Articles,top prime article
Top Story Listing,top story listing
Latest News,latest news
Follow us on:,follow u
Find this comment offensive?,find comment offensive
Choose your reason below and click on the Report button. This will alert our moderators to take action,choose reason click report button alert moderator take action
Reason for reporting:,reason reporting
Your Reason has been Reported to the admin.,reason reported admin
Log In/Connect with:,log inconnect
Will be displayed,displayed
Will not be displayed,displayed
Will be displayed,displayed
Worry not. You’re just a step away.,worry youre step away
It seems like you're already an ETPrime member with,seems like youre already etprime member
Login using your ET Prime credentials to enjoy all member benefits,login using et prime credential enjoy member benefit
Log out of your current logged-in account  and log in again using your ET Prime credentials  to enjoy all member benefits.,log current loggedin account log using et prime credential enjoy member benefit
,
"To read full story, subscribe to ET Prime",read full story subscribe et prime
₹34 per week,per week
"
                    Billed annually at 
                    ₹2499 ₹1749",billed annually
Super Saver Sale - Flat 30% Off,super saver sale flat
On ET Prime Membership,et prime membership
90 Days Prime access worth Rs999 unlocked for you,day prime access worth r unlocked
"Exclusive Economic Times Stories, Editorials & Expert opinion across 20+ sectors",exclusive economic time story editorial expert opinion across sector
Stock analysis. Market Research. Industry Trends on 4000+ Stocks,stock analysis market research industry trend stock
​Get 1 Year Complimentary Subscription of TOI+ worth Rs.799/-​,get year complimentary subscription toi worth r
Stories you might be interested in,story might interested
LoadingPlease wait...,loadingplease wait
"These cookies may be set through our site by our advertising partners. They may be used by those companies to build a profile of your interests and show you relevant adverts on other sites. They do not store directly personal information, but are based on uniquely identifying your browser and internet device. If you do not allow these cookies, you will experience less targeted advertising.",cooky may set site advertising partner may used company build profile interest show relevant advert site store directly personal information based uniquely identifying browser internet device allow cooky experience le targeted advertising
These cookies enable the website to provide enhanced functionality and personalisation. They may be set by us or by third party providers whose services we have added to our pages. If you do not allow these cookies then some or all of these services may not function properly.,cooky enable website provide enhanced functionality personalisation may set u third party provider whose service added page allow cooky service may function properly
"These cookies allow us to count visits and traffic sources so we can measure and improve the performance of our site. They help us to know which pages are the most and least popular and see how visitors move around the site. All information these cookies collect is aggregated and therefore anonymous. If you do not allow these cookies we will not know when you have visited our site, and will not be able to monitor its performance.",cooky allow u count visit traffic source measure improve performance site help u know page least popular see visitor move around site information cooky collect aggregated therefore anonymous allow cooky know visited site able monitor performance
"These cookies are necessary for the website to function and cannot be switched off in our systems. They are usually only set in response to actions made by you which amount to a request for services, such as setting your privacy preferences, logging in or filling in forms. You can set your browser to block or alert you about these cookies, but some parts of the site will not then work. These cookies do not store any personally identifiable information.",cooky necessary website function switched system usually set response action made amount request service setting privacy preference logging filling form set browser block alert cooky part site work cooky store personally identifiable information
,
To enjoy additional benefits,enjoy additional benefit
CONNECT WITH US,connect u
"Updated  - November 03, 2024 07:36 pm IST - Baramati",updated november pm ist baramati
"
                    Maharashtra Deputy Chief Minister Ajit Pawar. File
                                          | Photo Credit: ANI
                                      ",maharashtra deputy chief minister ajit pawar file photo credit ani
"Maharashtra Deputy Chief Minister Ajit Pawar on Sunday (November 3, 2024) appealed to the people of Baramati to back him in the upcoming State polls, just as they made ""saheb"" happy in the 2024 Lok Sabha elections, referring to his uncle Sharad Pawar.",maharashtra deputy chief minister ajit pawar sunday november appealed people baramati back upcoming state poll made saheb happy lok sabha election referring uncle sharad pawar
The NCP leader also claimed he had gone out of the way to ensure water supply to the people of Baramati.,ncp leader also claimed gone way ensure water supply people baramati
"In the Lok Sabha polls held earlier this year, NCP (SP) leader Supriya Sule, the daughter of party head Sharad Pawar, won from the Baramati parliamentary constituency in a high-profile contest, defeating cousin Ajit Pawar's wife Sunetra Pawar from the family turf.",lok sabha poll held earlier year ncp sp leader supriya sule daughter party head sharad pawar baramati parliamentary constituency highprofile contest defeating cousin ajit pawars wife sunetra pawar family turf
"In July last year, Ajit Pawar and several other NCP leaders joined the Eknath Shinde-BJP government in the State, leading to a split in the party founded by Sharad Pawar.",july last year ajit pawar several ncp leader joined eknath shindebjp government state leading split party founded sharad pawar
NCP head Ajit Pawar is contesting the November 20 state polls from the Baramati assembly seat in Pune district. He is pitted against his nephew and NCP (SP) candidate Yugendra Pawar.,ncp head ajit pawar contesting november state poll baramati assembly seat pune district pitted nephew ncp sp candidate yugendra pawar
Sharad Pawar (83) and Sule accompanied Yugendra Pawar when he filed his nomination papers from the seat on October 28.,sharad pawar sule accompanied yugendra pawar filed nomination paper seat october
"On Sunday (November 3, 2024), the Deputy CM was on a tour of multiple villages in Baramati tehsil where he met locals and had discussions with them over several issues.",sunday november deputy cm tour multiple village baramati tehsil met local discussion several issue
"Addressing locals in Sawal village, Ajit Pawar said, ""If Supriya had lost in the Lok Sabha polls, how would saheb (Sharad Pawar) have felt at this age, keeping this thought you voted for her, but now vote for me in the assembly elections."" 	""You made saheb happy in the Lok Sabha polls, now make me happy by casting your vote (for me) in the assembly elections. Saheb will work in his way, I will work in my style to develop our taluka,"" he said.",addressing local sawal village ajit pawar said supriya lost lok sabha poll would saheb sharad pawar felt age keeping thought voted vote assembly election made saheb happy lok sabha poll make happy casting vote assembly election saheb work way work style develop taluka said
"During his visit to another village, the Deputy CM said he had overlooked rules to ensure the people of Baramati get water supply.",visit another village deputy cm said overlooked rule ensure people baramati get water supply
"""I gave water to the people of Baramati after bypassing many rules. The water problem is serious in many villages in our tehsil as many people still have to travel long distances for it.  However, I gave water to Baramatikars when it was not within the rules. Also, the officials were forced to do the same,"" he claimed. ",gave water people baramati bypassing many rule water problem serious many village tehsil many people still travel long distance however gave water baramatikars within rule also official forced claimed
" Published - November 03, 2024 06:00 pm IST",published november pm ist
"
                        India
                    
                            /                      
                        
                        Maharashtra
                    
                            /                      
                        
                        Maharashtra Assembly Elections 2024
                    ",india maharashtra maharashtra assembly election
"
					Copyright© 2024, THG PUBLISHING PVT LTD. or its affiliated companies. All rights reserved.
				",copyright thg publishing pvt ltd affiliated company right reserved
BACK TO TOP,back top
Terms & conditions  |  Institutional Subscriber,term condition institutional subscriber
"Comments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by our community guidelines   for posting your comments. ",comment english full sentence abusive personal please abide community guideline posting comment
"We have migrated to a new commenting platform. If you are already a registered user of The Hindu and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle.",migrated new commenting platform already registered user hindu logged may continue engage article account please register login post comment user access older comment logging account vuukle
